1a3aA
TM	RMSD	GDTTS	MODEL
0.2706	20.04	15.15	./distfold-jobs/output-1ql0A/1ql0A_model3.pdb
0.2728	23.66	15.46	./distfold-jobs/output-1ql0A/1ql0A_10.pdb
0.2763	18.72	16.08	./distfold-jobs/output-1ql0A/1ql0A_16.pdb
0.2766	18.11	14.73	./distfold-jobs/output-1ql0A/1ql0A_model4.pdb
0.2768	17.95	14.73	./distfold-jobs/output-1ql0A/1ql0A_14.pdb
1r26A
TM	RMSD	GDTTS	MODEL
0.0817	65.11	9.29	./distfold-jobs/output-1r26A/extended.pdb
0.2098	15.33	21.68	./distfold-jobs/output-1r26A/1r26A_9.pdb
0.2158	14.31	22.12	./distfold-jobs/output-1r26A/1r26A_15.pdb
0.2285	14.03	23.45	./distfold-jobs/output-1r26A/1r26A_20.pdb
0.2290	15.12	22.12	./distfold-jobs/output-1r26A/1r26A_2.pdb
0.2359	15.12	25.22	./distfold-jobs/output-1r26A/1r26A_8.pdb
0.2386	13.70	23.45	./distfold-jobs/output-1r26A/1r26A_6.pdb
0.2452	13.29	23.89	./distfold-jobs/output-1r26A/1r26A_7.pdb
0.2504	13.54	23.23	./distfold-jobs/output-1r26A/1r26A_14.pdb
0.2548	14.08	25.44	./distfold-jobs/output-1r26A/1r26A_model4.pdb
0.2555	15.35	24.78	./distfold-jobs/output-1r26A/1r26A_4.pdb
0.2598	13.59	25.88	./distfold-jobs/output-1r26A/1r26A_model5.pdb
0.2652	13.73	26.99	./distfold-jobs/output-1r26A/1r26A_12.pdb
0.2772	13.51	26.33	./distfold-jobs/output-1r26A/1r26A_16.pdb
0.2784	14.51	26.33	./distfold-jobs/output-1r26A/1r26A_model3.pdb
0.2784	13.70	28.32	./distfold-jobs/output-1r26A/1r26A_19.pdb
0.2802	13.22	28.54	./distfold-jobs/output-1r26A/1r26A_model1.pdb
0.2854	14.51	27.88	./distfold-jobs/output-1r26A/1r26A_13.pdb
0.2932	14.50	28.32	./distfold-jobs/output-1r26A/1r26A_1.pdb
0.3234	12.24	30.53	./distfold-jobs/output-1r26A/1r26A_3.pdb
0.3287	13.55	31.42	./distfold-jobs/output-1r26A/1r26A_model2.pdb
1roaA
TM	RMSD	GDTTS	MODEL
0.1071	70.30	11.04	./distfold-jobs/output-1roaA/extended.pdb
0.2065	20.18	20.50	./distfold-jobs/output-1roaA/1roaA_20.pdb
0.2109	20.74	22.30	./distfold-jobs/output-1roaA/1roaA_model5.pdb
0.2154	16.65	22.30	./distfold-jobs/output-1roaA/1roaA_model1.pdb
0.2160	17.67	20.95	./distfold-jobs/output-1roaA/1roaA_14.pdb
0.2189	17.77	20.72	./distfold-jobs/output-1roaA/1roaA_16.pdb
0.2194	20.33	21.62	./distfold-jobs/output-1roaA/1roaA_17.pdb
0.2204	19.55	19.59	./distfold-jobs/output-1roaA/1roaA_19.pdb
0.2282	19.22	23.20	./distfold-jobs/output-1roaA/1roaA_1.pdb
0.2288	18.98	19.59	./distfold-jobs/output-1roaA/1roaA_7.pdb
0.2324	18.99	24.55	./distfold-jobs/output-1roaA/1roaA_5.pdb
0.2341	19.61	22.07	./distfold-jobs/output-1roaA/1roaA_model2.pdb
0.2347	20.23	23.65	./distfold-jobs/output-1roaA/1roaA_model4.pdb
0.2380	18.77	23.42	./distfold-jobs/output-1roaA/1roaA_8.pdb
0.2565	19.03	25.00	./distfold-jobs/output-1roaA/1roaA_model3.pdb
0.2600	16.45	24.55	./distfold-jobs/output-1roaA/1roaA_2.pdb
0.2624	18.72	23.42	./distfold-jobs/output-1roaA/1roaA_6.pdb
0.2773	19.15	26.13	./distfold-jobs/output-1roaA/1roaA_18.pdb
0.2817	21.51	26.35	./distfold-jobs/output-1roaA/1roaA_9.pdb
0.2876	19.36	27.25	./distfold-jobs/output-1roaA/1roaA_15.pdb
0.2890	17.69	27.70	./distfold-jobs/output-1roaA/1roaA_13.pdb
1rw1A
TM	RMSD	GDTTS	MODEL
0.0852	70.86	8.11	./distfold-jobs/output-1rw1A/extended.pdb
0.2557	13.95	23.46	./distfold-jobs/output-1rw1A/1rw1A_3.pdb
0.2574	12.80	23.68	./distfold-jobs/output-1rw1A/1rw1A_13.pdb
0.2585	13.98	25.66	./distfold-jobs/output-1rw1A/1rw1A_9.pdb
0.2675	13.77	25.66	./distfold-jobs/output-1rw1A/1rw1A_4.pdb
0.2889	13.28	24.56	./distfold-jobs/output-1rw1A/1rw1A_14.pdb
0.3720	7.27	33.33	./distfold-jobs/output-1rw1A/1rw1A_15.pdb
0.3842	7.82	35.53	./distfold-jobs/output-1rw1A/1rw1A_model3.pdb
0.3846	6.25	37.94	./distfold-jobs/output-1rw1A/1rw1A_model2.pdb
0.3874	7.09	37.28	./distfold-jobs/output-1rw1A/1rw1A_19.pdb
0.3968	7.28	36.40	./distfold-jobs/output-1rw1A/1rw1A_17.pdb
0.3997	7.56	35.96	./distfold-jobs/output-1rw1A/1rw1A_model5.pdb
0.4086	6.62	38.82	./distfold-jobs/output-1rw1A/1rw1A_12.pdb
0.4098	7.24	37.72	./distfold-jobs/output-1rw1A/1rw1A_11.pdb
0.4132	6.59	37.06	./distfold-jobs/output-1rw1A/1rw1A_6.pdb
0.4141	7.29	37.72	./distfold-jobs/output-1rw1A/1rw1A_1.pdb
0.4289	6.95	37.50	./distfold-jobs/output-1rw1A/1rw1A_8.pdb
0.4291	7.13	41.23	./distfold-jobs/output-1rw1A/1rw1A_model4.pdb
0.4352	6.73	38.60	./distfold-jobs/output-1rw1A/1rw1A_7.pdb
0.4567	6.90	40.35	./distfold-jobs/output-1rw1A/1rw1A_16.pdb
0.4624	7.33	43.42	./distfold-jobs/output-1rw1A/1rw1A_model1.pdb
1rw7A
TM	RMSD	GDTTS	MODEL
0.0632	124.60	5.21	./distfold-jobs/output-1rw7A/extended.pdb
0.2383	19.54	13.51	./distfold-jobs/output-1rw7A/1rw7A_18.pdb
0.2444	17.59	13.30	./distfold-jobs/output-1rw7A/1rw7A_14.pdb
0.2551	19.37	14.04	./distfold-jobs/output-1rw7A/1rw7A_model5.pdb
0.2623	19.46	14.15	./distfold-jobs/output-1rw7A/1rw7A_4.pdb
0.2626	19.56	15.11	./distfold-jobs/output-1rw7A/1rw7A_19.pdb
0.2653	15.91	14.36	./distfold-jobs/output-1rw7A/1rw7A_15.pdb
0.2655	20.05	14.79	./distfold-jobs/output-1rw7A/1rw7A_13.pdb
0.2661	19.98	14.15	./distfold-jobs/output-1rw7A/1rw7A_11.pdb
0.2678	17.90	15.64	./distfold-jobs/output-1rw7A/1rw7A_6.pdb
0.2687	18.61	15.43	./distfold-jobs/output-1rw7A/1rw7A_5.pdb
0.2712	16.78	15.32	./distfold-jobs/output-1rw7A/1rw7A_20.pdb
0.2744	19.01	15.21	./distfold-jobs/output-1rw7A/1rw7A_model1.pdb
0.2758	18.58	15.43	./distfold-jobs/output-1rw7A/1rw7A_model3.pdb
0.2766	18.79	15.00	./distfold-jobs/output-1rw7A/1rw7A_1.pdb
0.2775	19.52	15.85	./distfold-jobs/output-1rw7A/1rw7A_9.pdb
0.2819	15.45	15.74	./distfold-jobs/output-1rw7A/1rw7A_10.pdb
0.2820	20.67	15.43	./distfold-jobs/output-1rw7A/1rw7A_model4.pdb
0.2833	16.90	15.00	./distfold-jobs/output-1rw7A/1rw7A_2.pdb
0.2855	19.53	16.06	./distfold-jobs/output-1rw7A/1rw7A_model2.pdb
0.2950	17.96	17.13	./distfold-jobs/output-1rw7A/1rw7A_16.pdb
1rybA
TM	RMSD	GDTTS	MODEL
0.0770	102.10	6.45	./distfold-jobs/output-1rybA/extended.pdb
0.2258	17.59	17.07	./distfold-jobs/output-1rybA/1rybA_5.pdb
0.2449	16.21	18.55	./distfold-jobs/output-1rybA/1rybA_15.pdb
0.2529	17.55	18.28	./distfold-jobs/output-1rybA/1rybA_18.pdb
0.3541	9.39	25.27	./distfold-jobs/output-1rybA/1rybA_model1.pdb
0.3663	9.01	25.00	./distfold-jobs/output-1rybA/1rybA_16.pdb
0.3695	9.04	25.54	./distfold-jobs/output-1rybA/1rybA_11.pdb
0.3723	9.37	26.61	./distfold-jobs/output-1rybA/1rybA_19.pdb
0.3745	9.14	26.61	./distfold-jobs/output-1rybA/1rybA_8.pdb
0.3758	9.55	26.08	./distfold-jobs/output-1rybA/1rybA_17.pdb
0.3762	9.60	26.08	./distfold-jobs/output-1rybA/1rybA_10.pdb
0.3790	9.03	25.40	./distfold-jobs/output-1rybA/1rybA_7.pdb
0.3863	8.81	27.42	./distfold-jobs/output-1rybA/1rybA_6.pdb
0.4023	8.49	29.70	./distfold-jobs/output-1rybA/1rybA_14.pdb
0.4031	8.19	26.21	./distfold-jobs/output-1rybA/1rybA_20.pdb
0.4064	8.78	27.96	./distfold-jobs/output-1rybA/1rybA_model3.pdb
0.4074	8.90	27.96	./distfold-jobs/output-1rybA/1rybA_9.pdb
0.4129	9.00	28.09	./distfold-jobs/output-1rybA/1rybA_3.pdb
0.4155	8.58	28.63	./distfold-jobs/output-1rybA/1rybA_model5.pdb
0.4184	8.39	29.30	./distfold-jobs/output-1rybA/1rybA_model2.pdb
0.4307	7.92	29.17	./distfold-jobs/output-1rybA/1rybA_model4.pdb
1smxA
TM	RMSD	GDTTS	MODEL
0.1138	56.02	12.36	./distfold-jobs/output-1smxA/extended.pdb
0.1695	16.02	17.24	./distfold-jobs/output-1smxA/1smxA_9.pdb
0.1747	13.85	18.10	./distfold-jobs/output-1smxA/1smxA_14.pdb
0.1842	14.63	18.10	./distfold-jobs/output-1smxA/1smxA_20.pdb
0.1856	12.43	19.54	./distfold-jobs/output-1smxA/1smxA_15.pdb
0.1864	13.88	18.10	./distfold-jobs/output-1smxA/1smxA_8.pdb
0.1869	10.70	19.25	./distfold-jobs/output-1smxA/1smxA_model4.pdb
0.1879	12.89	18.10	./distfold-jobs/output-1smxA/1smxA_5.pdb
0.1890	13.71	19.83	./distfold-jobs/output-1smxA/1smxA_19.pdb
0.1915	15.00	17.24	./distfold-jobs/output-1smxA/1smxA_17.pdb
0.1918	12.69	18.10	./distfold-jobs/output-1smxA/1smxA_3.pdb
0.1919	12.71	20.40	./distfold-jobs/output-1smxA/1smxA_7.pdb
0.1927	12.98	19.83	./distfold-jobs/output-1smxA/1smxA_13.pdb
0.1943	12.85	19.25	./distfold-jobs/output-1smxA/1smxA_model1.pdb
0.1959	11.55	19.54	./distfold-jobs/output-1smxA/1smxA_model2.pdb
0.1993	12.93	19.25	./distfold-jobs/output-1smxA/1smxA_2.pdb
0.1993	12.21	20.40	./distfold-jobs/output-1smxA/1smxA_18.pdb
0.1998	12.07	20.98	./distfold-jobs/output-1smxA/1smxA_model5.pdb
0.2022	11.19	20.11	./distfold-jobs/output-1smxA/1smxA_1.pdb
0.2149	12.37	22.41	./distfold-jobs/output-1smxA/1smxA_4.pdb
0.2213	10.11	22.70	./distfold-jobs/output-1smxA/1smxA_model3.pdb
1svyA
TM	RMSD	GDTTS	MODEL
0.0961	58.92	11.14	./distfold-jobs/output-1svyA/extended.pdb
0.1920	15.34	19.80	./distfold-jobs/output-1svyA/1svyA_8.pdb
0.1947	13.72	20.05	./distfold-jobs/output-1svyA/1svyA_9.pdb
0.2016	16.90	23.27	./distfold-jobs/output-1svyA/1svyA_model4.pdb
0.2107	15.82	24.75	./distfold-jobs/output-1svyA/1svyA_model3.pdb
0.2156	14.66	24.01	./distfold-jobs/output-1svyA/1svyA_10.pdb
0.2164	12.92	25.25	./distfold-jobs/output-1svyA/1svyA_20.pdb
0.2164	13.36	23.27	./distfold-jobs/output-1svyA/1svyA_16.pdb
0.2306	13.75	26.73	./distfold-jobs/output-1svyA/1svyA_17.pdb
0.2394	12.50	22.28	./distfold-jobs/output-1svyA/1svyA_15.pdb
0.2400	10.97	26.49	./distfold-jobs/output-1svyA/1svyA_model5.pdb
0.2452	14.62	24.26	./distfold-jobs/output-1svyA/1svyA_19.pdb
0.2530	15.98	25.50	./distfold-jobs/output-1svyA/1svyA_1.pdb
0.2551	14.54	23.51	./distfold-jobs/output-1svyA/1svyA_2.pdb
0.2721	15.39	27.48	./distfold-jobs/output-1svyA/1svyA_model2.pdb
0.2795	12.11	27.23	./distfold-jobs/output-1svyA/1svyA_4.pdb
0.2981	13.84	28.96	./distfold-jobs/output-1svyA/1svyA_11.pdb
0.3101	10.97	32.92	./distfold-jobs/output-1svyA/1svyA_13.pdb
0.3150	11.77	32.18	./distfold-jobs/output-1svyA/1svyA_18.pdb
0.3324	11.79	35.89	./distfold-jobs/output-1svyA/1svyA_14.pdb
0.3474	11.17	36.39	./distfold-jobs/output-1svyA/1svyA_model1.pdb
1t8kA
TM	RMSD	GDTTS	MODEL
0.0922	45.98	11.69	./distfold-jobs/output-1t8kA/extended.pdb
0.2226	12.95	28.25	./distfold-jobs/output-1t8kA/1t8kA_model2.pdb
0.2248	12.41	29.87	./distfold-jobs/output-1t8kA/1t8kA_19.pdb
0.2340	11.85	29.87	./distfold-jobs/output-1t8kA/1t8kA_model5.pdb
0.2372	12.02	28.90	./distfold-jobs/output-1t8kA/1t8kA_model1.pdb
0.2381	11.91	27.27	./distfold-jobs/output-1t8kA/1t8kA_15.pdb
0.2402	12.86	28.90	./distfold-jobs/output-1t8kA/1t8kA_3.pdb
0.2453	8.22	31.82	./distfold-jobs/output-1t8kA/1t8kA_9.pdb
0.2550	8.36	33.77	./distfold-jobs/output-1t8kA/1t8kA_model3.pdb
0.2577	7.55	35.39	./distfold-jobs/output-1t8kA/1t8kA_6.pdb
0.2600	9.24	32.14	./distfold-jobs/output-1t8kA/1t8kA_2.pdb
0.2612	8.22	33.12	./distfold-jobs/output-1t8kA/1t8kA_11.pdb
0.2695	7.39	37.01	./distfold-jobs/output-1t8kA/1t8kA_7.pdb
0.2770	6.92	38.96	./distfold-jobs/output-1t8kA/1t8kA_5.pdb
0.2883	7.12	37.01	./distfold-jobs/output-1t8kA/1t8kA_4.pdb
0.2896	7.51	38.31	./distfold-jobs/output-1t8kA/1t8kA_model4.pdb
0.2900	8.42	37.34	./distfold-jobs/output-1t8kA/1t8kA_10.pdb
0.2980	6.58	37.99	./distfold-jobs/output-1t8kA/1t8kA_18.pdb
0.3230	7.20	38.96	./distfold-jobs/output-1t8kA/1t8kA_12.pdb
0.3314	7.26	40.58	./distfold-jobs/output-1t8kA/1t8kA_8.pdb
0.3354	7.24	39.29	./distfold-jobs/output-1t8kA/1t8kA_16.pdb
1tifA
TM	RMSD	GDTTS	MODEL
0.1338	45.48	13.82	./distfold-jobs/output-1tifA/extended.pdb
0.2269	10.25	29.28	./distfold-jobs/output-1tifA/1tifA_model5.pdb
0.2290	11.21	28.95	./distfold-jobs/output-1tifA/1tifA_model2.pdb
0.2292	10.08	27.30	./distfold-jobs/output-1tifA/1tifA_9.pdb
0.2323	9.60	28.95	./distfold-jobs/output-1tifA/1tifA_4.pdb
0.2378	11.56	29.28	./distfold-jobs/output-1tifA/1tifA_5.pdb
0.2390	13.28	29.61	./distfold-jobs/output-1tifA/1tifA_17.pdb
0.2412	10.10	30.26	./distfold-jobs/output-1tifA/1tifA_14.pdb
0.2432	9.69	29.93	./distfold-jobs/output-1tifA/1tifA_8.pdb
0.2467	10.80	30.59	./distfold-jobs/output-1tifA/1tifA_model4.pdb
0.2489	11.01	27.96	./distfold-jobs/output-1tifA/1tifA_16.pdb
0.2537	11.89	29.93	./distfold-jobs/output-1tifA/1tifA_15.pdb
0.2569	12.34	27.63	./distfold-jobs/output-1tifA/1tifA_19.pdb
0.2590	13.12	30.92	./distfold-jobs/output-1tifA/1tifA_13.pdb
0.2631	12.98	28.29	./distfold-jobs/output-1tifA/1tifA_7.pdb
0.2702	9.15	32.24	./distfold-jobs/output-1tifA/1tifA_3.pdb
0.2722	10.44	32.57	./distfold-jobs/output-1tifA/1tifA_model3.pdb
0.2805	9.88	32.89	./distfold-jobs/output-1tifA/1tifA_11.pdb
0.2893	8.36	34.54	./distfold-jobs/output-1tifA/1tifA_6.pdb
0.2894	12.15	32.24	./distfold-jobs/output-1tifA/1tifA_10.pdb
0.2977	7.67	38.16	./distfold-jobs/output-1tifA/1tifA_model1.pdb
1tqgA
TM	RMSD	GDTTS	MODEL
0.0829	62.05	8.10	./distfold-jobs/output-1tqgA/extended.pdb
0.4283	5.19	44.52	./distfold-jobs/output-1tqgA/1tqgA_3.pdb
0.4351	5.30	44.76	./distfold-jobs/output-1tqgA/1tqgA_7.pdb
0.4500	4.95	47.62	./distfold-jobs/output-1tqgA/1tqgA_model3.pdb
0.4501	5.03	45.24	./distfold-jobs/output-1tqgA/1tqgA_10.pdb
0.4523	4.96	45.00	./distfold-jobs/output-1tqgA/1tqgA_16.pdb
0.4533	5.01	47.38	./distfold-jobs/output-1tqgA/1tqgA_11.pdb
0.4539	4.87	47.14	./distfold-jobs/output-1tqgA/1tqgA_model1.pdb
0.4575	4.77	47.38	./distfold-jobs/output-1tqgA/1tqgA_model4.pdb
0.4589	4.80	47.14	./distfold-jobs/output-1tqgA/1tqgA_6.pdb
0.4601	5.06	45.95	./distfold-jobs/output-1tqgA/1tqgA_13.pdb
0.4604	4.78	46.19	./distfold-jobs/output-1tqgA/1tqgA_18.pdb
0.4607	4.86	47.38	./distfold-jobs/output-1tqgA/1tqgA_15.pdb
0.4644	4.85	46.90	./distfold-jobs/output-1tqgA/1tqgA_9.pdb
0.4646	4.73	48.10	./distfold-jobs/output-1tqgA/1tqgA_20.pdb
0.4653	5.43	47.14	./distfold-jobs/output-1tqgA/1tqgA_5.pdb
0.4656	4.75	48.10	./distfold-jobs/output-1tqgA/1tqgA_model2.pdb
0.4671	4.79	47.86	./distfold-jobs/output-1tqgA/1tqgA_model5.pdb
0.4798	4.80	46.67	./distfold-jobs/output-1tqgA/1tqgA_8.pdb
0.4867	4.56	47.62	./distfold-jobs/output-1tqgA/1tqgA_12.pdb
0.4873	4.64	48.10	./distfold-jobs/output-1tqgA/1tqgA_1.pdb
1tqhA
TM	RMSD	GDTTS	MODEL
0.0694	134.80	5.27	./distfold-jobs/output-1tqhA/extended.pdb
0.2119	20.02	13.74	./distfold-jobs/output-1tqhA/1tqhA_16.pdb
0.2135	19.58	12.71	./distfold-jobs/output-1tqhA/1tqhA_2.pdb
0.2302	20.60	12.40	./distfold-jobs/output-1tqhA/1tqhA_13.pdb
0.3643	15.73	22.52	./distfold-jobs/output-1tqhA/1tqhA_20.pdb
0.3821	15.37	23.86	./distfold-jobs/output-1tqhA/1tqhA_model4.pdb
0.3865	14.32	23.55	./distfold-jobs/output-1tqhA/1tqhA_17.pdb
0.3873	14.54	23.14	./distfold-jobs/output-1tqhA/1tqhA_19.pdb
0.3974	15.56	24.07	./distfold-jobs/output-1tqhA/1tqhA_6.pdb
0.3977	15.09	23.86	./distfold-jobs/output-1tqhA/1tqhA_8.pdb
0.3989	13.26	23.97	./distfold-jobs/output-1tqhA/1tqhA_7.pdb
0.4021	14.83	25.62	./distfold-jobs/output-1tqhA/1tqhA_model3.pdb
0.4023	13.98	24.17	./distfold-jobs/output-1tqhA/1tqhA_model2.pdb
0.4072	13.80	24.48	./distfold-jobs/output-1tqhA/1tqhA_15.pdb
0.4110	16.83	24.90	./distfold-jobs/output-1tqhA/1tqhA_4.pdb
0.4195	14.98	25.72	./distfold-jobs/output-1tqhA/1tqhA_10.pdb
0.4199	14.08	25.93	./distfold-jobs/output-1tqhA/1tqhA_9.pdb
0.4234	13.34	26.65	./distfold-jobs/output-1tqhA/1tqhA_model5.pdb
0.4263	13.54	25.93	./distfold-jobs/output-1tqhA/1tqhA_model1.pdb
0.4356	14.32	27.27	./distfold-jobs/output-1tqhA/1tqhA_5.pdb
0.4520	12.11	27.38	./distfold-jobs/output-1tqhA/1tqhA_12.pdb
1tzvA
TM	RMSD	GDTTS	MODEL
0.0730	82.85	6.56	./distfold-jobs/output-1tzvA/extended.pdb
0.2898	12.86	24.65	./distfold-jobs/output-1tzvA/1tzvA_17.pdb
0.3171	12.25	25.71	./distfold-jobs/output-1tzvA/1tzvA_20.pdb
0.3245	13.72	26.06	./distfold-jobs/output-1tzvA/1tzvA_8.pdb
0.3280	10.06	25.89	./distfold-jobs/output-1tzvA/1tzvA_2.pdb
0.3418	9.02	27.30	./distfold-jobs/output-1tzvA/1tzvA_19.pdb
0.3618	8.20	29.43	./distfold-jobs/output-1tzvA/1tzvA_7.pdb
0.3644	9.46	29.43	./distfold-jobs/output-1tzvA/1tzvA_16.pdb
0.3651	9.57	29.08	./distfold-jobs/output-1tzvA/1tzvA_15.pdb
0.3822	9.29	30.67	./distfold-jobs/output-1tzvA/1tzvA_18.pdb
0.3825	8.81	30.50	./distfold-jobs/output-1tzvA/1tzvA_4.pdb
0.3833	8.47	31.03	./distfold-jobs/output-1tzvA/1tzvA_9.pdb
0.3847	8.56	30.67	./distfold-jobs/output-1tzvA/1tzvA_model5.pdb
0.4019	8.08	34.22	./distfold-jobs/output-1tzvA/1tzvA_1.pdb
0.4049	8.10	32.09	./distfold-jobs/output-1tzvA/1tzvA_11.pdb
0.4155	8.25	33.33	./distfold-jobs/output-1tzvA/1tzvA_model4.pdb
0.4323	8.34	33.69	./distfold-jobs/output-1tzvA/1tzvA_6.pdb
0.4747	6.98	39.72	./distfold-jobs/output-1tzvA/1tzvA_model1.pdb
0.4763	6.65	37.94	./distfold-jobs/output-1tzvA/1tzvA_13.pdb
0.4767	7.19	38.12	./distfold-jobs/output-1tzvA/1tzvA_model3.pdb
0.4794	7.30	38.65	./distfold-jobs/output-1tzvA/1tzvA_model2.pdb
1vfyA
TM	RMSD	GDTTS	MODEL
0.1001	39.73	12.31	./distfold-jobs/output-1vfyA/extended.pdb
0.1873	13.19	22.76	./distfold-jobs/output-1vfyA/1vfyA_14.pdb
0.1886	12.73	25.37	./distfold-jobs/output-1vfyA/1vfyA_model4.pdb
0.1895	12.45	23.51	./distfold-jobs/output-1vfyA/1vfyA_10.pdb
0.1961	12.47	23.51	./distfold-jobs/output-1vfyA/1vfyA_15.pdb
0.1963	12.06	24.25	./distfold-jobs/output-1vfyA/1vfyA_6.pdb
0.1975	12.85	24.25	./distfold-jobs/output-1vfyA/1vfyA_model3.pdb
0.1979	11.90	23.13	./distfold-jobs/output-1vfyA/1vfyA_17.pdb
0.1986	11.54	24.63	./distfold-jobs/output-1vfyA/1vfyA_11.pdb
0.1988	12.11	25.00	./distfold-jobs/output-1vfyA/1vfyA_1.pdb
0.1988	11.93	23.88	./distfold-jobs/output-1vfyA/1vfyA_2.pdb
0.2035	11.01	23.13	./distfold-jobs/output-1vfyA/1vfyA_model2.pdb
0.2041	11.44	26.87	./distfold-jobs/output-1vfyA/1vfyA_8.pdb
0.2065	12.89	24.25	./distfold-jobs/output-1vfyA/1vfyA_16.pdb
0.2077	11.57	27.24	./distfold-jobs/output-1vfyA/1vfyA_4.pdb
0.2081	12.10	25.37	./distfold-jobs/output-1vfyA/1vfyA_18.pdb
0.2116	12.75	25.00	./distfold-jobs/output-1vfyA/1vfyA_model1.pdb
0.2127	12.60	26.12	./distfold-jobs/output-1vfyA/1vfyA_5.pdb
0.2348	12.95	25.00	./distfold-jobs/output-1vfyA/1vfyA_12.pdb
0.2435	11.79	26.87	./distfold-jobs/output-1vfyA/1vfyA_model5.pdb
0.2543	11.45	27.61	./distfold-jobs/output-1vfyA/1vfyA_3.pdb
1vhuA
TM	RMSD	GDTTS	MODEL
0.0691	104.10	5.73	./distfold-jobs/output-1vhuA/extended.pdb
0.2315	18.49	17.32	./distfold-jobs/output-1vhuA/1vhuA_2.pdb
0.2398	18.09	16.54	./distfold-jobs/output-1vhuA/1vhuA_19.pdb
0.2399	16.67	16.54	./distfold-jobs/output-1vhuA/1vhuA_4.pdb
0.3269	12.34	23.05	./distfold-jobs/output-1vhuA/1vhuA_20.pdb
0.3326	12.82	22.01	./distfold-jobs/output-1vhuA/1vhuA_18.pdb
0.3467	12.84	24.09	./distfold-jobs/output-1vhuA/1vhuA_14.pdb
0.3483	11.66	23.31	./distfold-jobs/output-1vhuA/1vhuA_1.pdb
0.3484	13.52	23.96	./distfold-jobs/output-1vhuA/1vhuA_model5.pdb
0.3563	12.68	23.96	./distfold-jobs/output-1vhuA/1vhuA_15.pdb
0.3571	13.12	23.96	./distfold-jobs/output-1vhuA/1vhuA_3.pdb
0.3588	12.84	25.00	./distfold-jobs/output-1vhuA/1vhuA_model1.pdb
0.3611	13.09	26.82	./distfold-jobs/output-1vhuA/1vhuA_model2.pdb
0.3652	12.92	25.13	./distfold-jobs/output-1vhuA/1vhuA_12.pdb
0.3676	12.43	24.87	./distfold-jobs/output-1vhuA/1vhuA_10.pdb
0.3710	12.94	24.61	./distfold-jobs/output-1vhuA/1vhuA_11.pdb
0.3726	11.65	24.87	./distfold-jobs/output-1vhuA/1vhuA_model4.pdb
0.3835	12.40	25.00	./distfold-jobs/output-1vhuA/1vhuA_9.pdb
0.3847	12.41	27.08	./distfold-jobs/output-1vhuA/1vhuA_16.pdb
0.3903	13.09	27.73	./distfold-jobs/output-1vhuA/1vhuA_7.pdb
0.3985	12.00	26.56	./distfold-jobs/output-1vhuA/1vhuA_model3.pdb
1vjkA
TM	RMSD	GDTTS	MODEL
0.1042	56.24	11.65	./distfold-jobs/output-1vjkA/extended.pdb
0.1924	13.38	21.31	./distfold-jobs/output-1vjkA/1vjkA_8.pdb
0.2002	13.44	22.16	./distfold-jobs/output-1vjkA/1vjkA_20.pdb
0.2030	14.04	22.16	./distfold-jobs/output-1vjkA/1vjkA_17.pdb
0.2074	13.67	22.44	./distfold-jobs/output-1vjkA/1vjkA_13.pdb
0.2095	12.60	21.88	./distfold-jobs/output-1vjkA/1vjkA_model1.pdb
0.2203	13.53	25.57	./distfold-jobs/output-1vjkA/1vjkA_12.pdb
0.2214	13.36	22.73	./distfold-jobs/output-1vjkA/1vjkA_18.pdb
0.2276	13.06	23.30	./distfold-jobs/output-1vjkA/1vjkA_15.pdb
0.2330	13.53	23.30	./distfold-jobs/output-1vjkA/1vjkA_model3.pdb
0.2519	8.62	28.69	./distfold-jobs/output-1vjkA/1vjkA_11.pdb
0.2548	8.58	28.13	./distfold-jobs/output-1vjkA/1vjkA_14.pdb
0.2637	9.17	29.55	./distfold-jobs/output-1vjkA/1vjkA_model2.pdb
0.2648	9.18	31.82	./distfold-jobs/output-1vjkA/1vjkA_10.pdb
0.2697	8.88	28.98	./distfold-jobs/output-1vjkA/1vjkA_7.pdb
0.2719	8.94	31.53	./distfold-jobs/output-1vjkA/1vjkA_3.pdb
0.2738	7.99	29.55	./distfold-jobs/output-1vjkA/1vjkA_16.pdb
0.3001	9.02	32.39	./distfold-jobs/output-1vjkA/1vjkA_6.pdb
0.3077	8.82	31.53	./distfold-jobs/output-1vjkA/1vjkA_model4.pdb
0.3112	8.07	31.82	./distfold-jobs/output-1vjkA/1vjkA_model5.pdb
0.3492	8.85	36.36	./distfold-jobs/output-1vjkA/1vjkA_1.pdb
1vmbA
TM	RMSD	GDTTS	MODEL
0.0996	69.11	10.05	./distfold-jobs/output-1vmbA/extended.pdb
0.2160	12.39	22.20	./distfold-jobs/output-1vmbA/1vmbA_model2.pdb
0.2175	13.10	22.43	./distfold-jobs/output-1vmbA/1vmbA_18.pdb
0.2217	12.83	21.96	./distfold-jobs/output-1vmbA/1vmbA_4.pdb
0.2225	12.08	22.66	./distfold-jobs/output-1vmbA/1vmbA_17.pdb
0.2271	11.95	25.00	./distfold-jobs/output-1vmbA/1vmbA_9.pdb
0.2312	11.80	23.83	./distfold-jobs/output-1vmbA/1vmbA_model4.pdb
0.2351	11.54	23.60	./distfold-jobs/output-1vmbA/1vmbA_14.pdb
0.2384	10.74	26.40	./distfold-jobs/output-1vmbA/1vmbA_2.pdb
